Name,CGPA,Budget_Preference,Education_Level,Country_Preference,Domain_Area,Scholarship_Name,Scholarship_Type,Scholarship_Budget,Education_Preference,Country_of_Scholarship,Eligible_Domain,Target
Person311,3.46,5000,Master,Australia,Finance,Scholarship311,Merit-Based,5000,Bachelor,Australia,Electrical Engineering,0
Person127,3.73,9000,PhD,Australia,Business Administration,Scholarship127,Merit-Based,7000,Bachelor,USA,Physics,0
Person101,3.8,2500,Bachelor,Canada,Physics,Scholarship101,Merit-Based,4000,Bachelor,Australia,Medical Science,0
Person2744,2.93,6000,PhD,Canada,Chemistry,Scholarship2744,Need-Based,5000,PhD,UK,Medical Research,0
Person2425,2.75,4000,Master,Canada,Business Administration,Scholarship2425,Need-Based,6500,Bachelor,USA,History,0
Person2935,3.27,2000,Master,Australia,Finance,Scholarship2935,Need-Based,8500,Bachelor,USA,Medical Research,0
Person1370,2.88,3000,Master,Australia,Computer Science,Scholarship1370,Need-Based,2500,PhD,USA,History,0
Person128,2.69,5500,Master,Australia,Medical Research,Scholarship128,Merit-Based,9000,PhD,Australia,Medical Science,0
Person267,3.65,9000,Master,Australia,Fine Arts,Scholarship267,Merit-Based,9000,Bachelor,Canada,Medical Science,0
Person1890,2.6,1000,Bachelor,Canada,Medical Science,Scholarship1890,Merit-Based,9000,PhD,USA,Computer Science,0
Person179,2.55,1500,Bachelor,USA,Computer Science,Scholarship179,Need-Based,1000,Bachelor,Australia,Physics,0
Person270,3.31,9500,Master,Canada,Finance,Scholarship270,Merit-Based,2000,PhD,Australia,Computer Science,0
Person171,2.88,3000,PhD,Australia,Chemistry,Scholarship171,Need-Based,5500,Master,UK,Medical Research,0
Person887,2.81,4500,Master,Australia,Medical Research,Scholarship887,Need-Based,3500,Bachelor,USA,Medical Research,0
Person499,2.73,9000,Bachelor,USA,Chemistry,Scholarship499,Merit-Based,3500,Master,Australia,Fine Arts,0
Person1664,2.57,2500,Bachelor,Australia,Fine Arts,Scholarship1664,Need-Based,9000,PhD,UK,Computer Science,0
Person736,2.84,1500,PhD,Australia,Business Administration,Scholarship736,Need-Based,5000,PhD,UK,History,0
Person503,3.62,1000,PhD,Australia,Computer Science,Scholarship503,Need-Based,5500,Master,UK,Finance,0
Person2257,2.95,4000,PhD,USA,Business Administration,Scholarship2257,Need-Based,4000,PhD,USA,Chemistry,0
Person877,3.67,7500,Bachelor,Canada,Chemistry,Scholarship877,Need-Based,4500,Master,Australia,Physics,0
Person497,3.62,7000,Master,Australia,Computer Science,Scholarship497,Need-Based,8000,PhD,Australia,Business Administration,0
Person1841,3.25,7500,Bachelor,UK,Computer Science,Scholarship1841,Need-Based,7000,Bachelor,Canada,Electrical Engineering,0
Person572,3.62,2500,PhD,UK,Medical Science,Scholarship572,Need-Based,9500,PhD,Canada,Computer Science,0
Person2214,3.8,3500,Bachelor,Canada,Electrical Engineering,Scholarship2214,Merit-Based,9000,Master,UK,Electrical Engineering,0
Person27,3.26,3000,Master,Australia,History,Scholarship27,Need-Based,8500,Bachelor,USA,Chemistry,0
Person1316,2.68,3000,Master,Australia,Chemistry,Scholarship1316,Need-Based,6500,Bachelor,Canada,Physics,0
Person2608,2.96,9500,Bachelor,Australia,Fine Arts,Scholarship2608,Merit-Based,3000,Bachelor,Australia,History,0
Person1140,3.61,7500,Master,Canada,Physics,Scholarship1140,Need-Based,3000,Master,UK,Business Administration,0
Person2989,2.95,8000,Master,UK,Fine Arts,Scholarship2989,Need-Based,6500,Bachelor,USA,Electrical Engineering,0
Person216,2.69,500,Master,Australia,Fine Arts,Scholarship216,Need-Based,3500,Master,USA,Fine Arts,1
Person2323,2.54,6500,Bachelor,UK,Physics,Scholarship2323,Merit-Based,9000,Bachelor,Canada,Physics,1
Person1287,3.47,8500,Bachelor,UK,History,Scholarship1287,Need-Based,8000,Master,UK,Medical Research,0
Person650,2.5,8000,PhD,Australia,Business Administration,Scholarship650,Merit-Based,8000,Master,Australia,Computer Science,0
Person2248,3.48,9500,Master,USA,Physics,Scholarship2248,Merit-Based,6000,Bachelor,UK,Physics,0
Person212,3.71,5000,Master,Australia,Finance,Scholarship212,Need-Based,4500,Master,UK,Medical Science,0
Person1629,2.57,6500,Master,USA,Medical Science,Scholarship1629,Merit-Based,3500,Master,Australia,Medical Research,0
Person1110,3.99,6500,Master,Canada,Fine Arts,Scholarship1110,Merit-Based,9500,Master,Australia,History,0
Person726,3.51,3500,PhD,Canada,Computer Science,Scholarship726,Merit-Based,5500,PhD,UK,Chemistry,0
Person1197,2.67,5000,PhD,Australia,Fine Arts,Scholarship1197,Need-Based,500,Master,USA,Computer Science,0
Person2497,3.5,2500,PhD,Canada,History,Scholarship2497,Merit-Based,5500,Bachelor,USA,Fine Arts,0
Person1158,3.24,4500,PhD,Canada,Finance,Scholarship1158,Merit-Based,9500,Master,UK,Fine Arts,0
Person2162,3.94,1500,Bachelor,UK,Electrical Engineering,Scholarship2162,Merit-Based,500,Bachelor,Canada,Computer Science,0
Person2925,2.85,5000,Master,Canada,Medical Research,Scholarship2925,Merit-Based,1500,Bachelor,Australia,Fine Arts,0
Person50,3.45,3000,Master,USA,History,Scholarship50,Need-Based,2500,PhD,USA,Medical Research,0
Person2318,3.97,3000,Bachelor,Australia,Medical Science,Scholarship2318,Merit-Based,7500,Master,USA,Medical Science,0
Person2983,3.05,7500,Master,Canada,Computer Science,Scholarship2983,Merit-Based,5500,Master,USA,Medical Research,0
Person2768,3.22,1500,PhD,USA,Medical Science,Scholarship2768,Need-Based,2000,Bachelor,Australia,Medical Science,0
Person1879,2.93,7000,PhD,UK,Computer Science,Scholarship1879,Merit-Based,9000,Master,UK,Chemistry,0
Person1491,2.74,2000,PhD,UK,Business Administration,Scholarship1491,Need-Based,2500,Master,Canada,Medical Science,0
Person452,3.45,9000,Bachelor,Australia,Computer Science,Scholarship452,Merit-Based,5000,Master,Australia,Fine Arts,0
Person1129,3.27,500,Master,UK,Computer Science,Scholarship1129,Need-Based,3000,Master,UK,History,0
Person2833,2.72,8500,Bachelor,Australia,History,Scholarship2833,Merit-Based,3000,Master,UK,Medical Science,0
Person2780,3.34,7000,Bachelor,USA,Business Administration,Scholarship2780,Need-Based,7500,Bachelor,Australia,Chemistry,0
Person319,3.23,8000,Master,UK,Medical Science,Scholarship319,Need-Based,2500,Master,Canada,Medical Science,1
Person2009,2.9,1500,Bachelor,USA,Physics,Scholarship2009,Merit-Based,2500,Bachelor,Australia,Fine Arts,0
Person112,2.72,2000,PhD,Canada,Computer Science,Scholarship112,Merit-Based,9000,Bachelor,Canada,Finance,0
Person835,3.63,8500,Master,Australia,Fine Arts,Scholarship835,Need-Based,5000,PhD,UK,Physics,0
Person263,3.57,1000,Bachelor,USA,Physics,Scholarship263,Merit-Based,1000,Bachelor,Canada,Fine Arts,0
Person2804,3.19,9000,Bachelor,Australia,Chemistry,Scholarship2804,Merit-Based,2500,Bachelor,Canada,History,0
Person670,2.58,6000,Bachelor,UK,Medical Research,Scholarship670,Need-Based,5500,Master,UK,Computer Science,0
Person2855,3.51,9500,Master,Australia,Fine Arts,Scholarship2855,Need-Based,1000,Master,Canada,History,0
Person2065,3.62,3500,Bachelor,USA,Business Administration,Scholarship2065,Need-Based,9500,Master,UK,Finance,0
Person2196,3.06,4000,Master,USA,Business Administration,Scholarship2196,Merit-Based,6000,Bachelor,Australia,Fine Arts,0
Person2243,3.09,5500,PhD,Australia,Chemistry,Scholarship2243,Need-Based,500,Master,Australia,Medical Science,0
Person123,3.58,2500,Master,Canada,Physics,Scholarship123,Merit-Based,3000,Master,Canada,Physics,1
Person2376,3.81,6500,PhD,Canada,History,Scholarship2376,Merit-Based,7000,Bachelor,Canada,Medical Research,0
Person196,3.49,8000,Bachelor,Australia,Physics,Scholarship196,Need-Based,6000,PhD,Canada,Chemistry,0
Person1772,3.25,9500,Master,USA,Medical Science,Scholarship1772,Merit-Based,2000,Bachelor,Australia,Medical Research,0
Person1980,3.76,6500,Master,UK,Fine Arts,Scholarship1980,Need-Based,1500,PhD,Canada,Business Administration,0
Person2707,3.05,500,Master,Australia,Finance,Scholarship2707,Need-Based,3500,PhD,USA,Medical Science,0
Person915,3.81,2000,PhD,Canada,Electrical Engineering,Scholarship915,Need-Based,3000,Master,Australia,Chemistry,0
Person1193,3.08,8500,Master,Canada,Physics,Scholarship1193,Need-Based,4000,Master,UK,History,0
Person804,3.29,5000,Master,Canada,Medical Science,Scholarship804,Need-Based,2000,PhD,UK,Electrical Engineering,0
Person1515,3.11,5000,PhD,USA,Electrical Engineering,Scholarship1515,Need-Based,1500,Bachelor,UK,Electrical Engineering,0
Person883,3.98,9000,PhD,Canada,Medical Research,Scholarship883,Need-Based,3500,Master,Canada,Computer Science,0
Person1878,3.81,8000,Bachelor,Canada,Medical Research,Scholarship1878,Need-Based,6000,Bachelor,Canada,Computer Science,0
Person2902,3.67,9500,Bachelor,USA,Business Administration,Scholarship2902,Need-Based,1500,Bachelor,UK,Fine Arts,0
Person73,3.7,500,Bachelor,USA,History,Scholarship73,Need-Based,4000,PhD,Canada,Computer Science,0
Person1945,2.78,5500,PhD,Canada,Medical Science,Scholarship1945,Need-Based,3000,PhD,UK,Computer Science,0
Person422,3.87,5500,Master,UK,History,Scholarship422,Need-Based,3500,Master,UK,Computer Science,0
Person1312,3.94,6500,PhD,USA,Electrical Engineering,Scholarship1312,Merit-Based,500,PhD,Australia,Fine Arts,0
Person353,3.77,5500,PhD,USA,Fine Arts,Scholarship353,Merit-Based,8000,PhD,UK,Computer Science,0
Person2993,3.35,4000,PhD,Canada,Physics,Scholarship2993,Merit-Based,1000,Bachelor,Australia,Medical Research,0
Person1693,2.51,2500,PhD,USA,Finance,Scholarship1693,Merit-Based,4000,PhD,Australia,History,0
Person2568,2.98,9500,Master,USA,Fine Arts,Scholarship2568,Need-Based,6000,Master,Australia,History,0
Person2767,3.68,5000,PhD,Australia,Computer Science,Scholarship2767,Need-Based,2500,Bachelor,USA,Fine Arts,0
Person1079,3.54,1500,Master,USA,Business Administration,Scholarship1079,Merit-Based,2000,Master,USA,Physics,0
Person1716,3.43,7000,Master,Australia,Fine Arts,Scholarship1716,Merit-Based,8000,Master,USA,Finance,0
Person2212,2.52,1000,Master,Canada,Electrical Engineering,Scholarship2212,Merit-Based,2000,PhD,UK,Chemistry,0
Person1432,3.07,5000,PhD,Canada,Computer Science,Scholarship1432,Merit-Based,3000,Bachelor,USA,History,0
Person1918,3.52,500,Bachelor,UK,Finance,Scholarship1918,Merit-Based,7500,Master,Canada,Business Administration,0
Person358,3.4,3000,Master,Canada,Finance,Scholarship358,Need-Based,3000,Bachelor,Australia,Medical Research,0
Person696,3.28,4000,Master,Australia,Finance,Scholarship696,Merit-Based,8500,Bachelor,Australia,Medical Science,0
Person1783,3.2,7000,Master,Canada,History,Scholarship1783,Merit-Based,5500,Bachelor,USA,Chemistry,0
Person1866,3.88,500,PhD,Canada,Business Administration,Scholarship1866,Need-Based,9500,PhD,Australia,Medical Science,0
Person2846,2.52,2000,Bachelor,UK,Finance,Scholarship2846,Need-Based,8000,Bachelor,UK,Computer Science,0
Person300,3.94,2000,PhD,USA,Business Administration,Scholarship300,Merit-Based,2000,PhD,USA,Medical Science,0
Person1123,3.26,7000,Master,Australia,History,Scholarship1123,Need-Based,2000,Bachelor,USA,Electrical Engineering,0
Person2208,2.51,9000,Bachelor,Australia,Chemistry,Scholarship2208,Merit-Based,2000,Master,USA,History,0
Person860,3.02,8000,PhD,UK,Medical Science,Scholarship860,Merit-Based,6000,PhD,UK,Medical Science,1
Person2134,3.07,7500,Master,USA,Fine Arts,Scholarship2134,Merit-Based,4500,Master,UK,Physics,0
Person2146,3.45,500,Master,Canada,Computer Science,Scholarship2146,Need-Based,4000,Master,Australia,Physics,0
Person2747,3.88,5000,Bachelor,UK,Fine Arts,Scholarship2747,Need-Based,8500,PhD,USA,Medical Research,0
Person2363,2.52,6500,PhD,USA,Fine Arts,Scholarship2363,Need-Based,2000,Bachelor,UK,Chemistry,0
Person852,3.46,7500,PhD,Canada,History,Scholarship852,Merit-Based,2000,PhD,Canada,Business Administration,0
Person1166,3.04,8500,Bachelor,USA,History,Scholarship1166,Need-Based,3500,Bachelor,UK,Finance,0
Person1573,2.78,6000,Bachelor,Australia,Business Administration,Scholarship1573,Merit-Based,5000,Bachelor,USA,Business Administration,1
Person1826,3.16,6000,Master,Australia,Chemistry,Scholarship1826,Merit-Based,7500,Master,Canada,Computer Science,0
Person636,3.39,6000,PhD,UK,Computer Science,Scholarship636,Need-Based,3500,Bachelor,UK,Business Administration,0
Person330,2.9,2000,Master,Australia,Medical Research,Scholarship330,Merit-Based,2500,Master,USA,History,0
Person2017,3.75,6000,Bachelor,Canada,Medical Research,Scholarship2017,Merit-Based,5500,Master,Canada,Fine Arts,0
Person1457,3.23,3000,PhD,USA,Finance,Scholarship1457,Merit-Based,4000,PhD,Canada,Physics,0
Person2681,2.77,2500,PhD,Canada,Chemistry,Scholarship2681,Merit-Based,5500,Master,Canada,Chemistry,0
Person661,3.76,9500,Bachelor,USA,Fine Arts,Scholarship661,Need-Based,9500,Bachelor,USA,History,0
Person2850,3.21,5000,PhD,USA,History,Scholarship2850,Need-Based,6000,Bachelor,USA,Computer Science,0
Person2311,3.29,6500,Bachelor,Australia,Computer Science,Scholarship2311,Merit-Based,6000,Master,UK,Fine Arts,0
Person1006,2.83,7500,PhD,Canada,Business Administration,Scholarship1006,Need-Based,6000,Bachelor,Canada,Fine Arts,0
Person2324,2.8,5000,Master,Canada,Fine Arts,Scholarship2324,Merit-Based,6000,PhD,UK,Medical Science,0
Person235,2.53,3500,PhD,USA,Business Administration,Scholarship235,Need-Based,8500,PhD,Australia,Chemistry,0
Person280,3.38,2500,Bachelor,UK,Computer Science,Scholarship280,Need-Based,7500,PhD,UK,Fine Arts,0
Person0,3.7,1000,Bachelor,USA,Physics,Scholarship0,Merit-Based,9500,PhD,UK,Computer Science,0
Person557,3.01,7500,Master,UK,History,Scholarship557,Merit-Based,2000,PhD,UK,Chemistry,0
Person2444,2.59,6000,PhD,UK,Finance,Scholarship2444,Need-Based,3000,Master,UK,Computer Science,0
Person2187,3.59,8000,Master,UK,Computer Science,Scholarship2187,Need-Based,500,PhD,Canada,Chemistry,0
Person880,3.26,4000,Master,UK,Finance,Scholarship880,Need-Based,7500,Bachelor,Australia,Physics,0
Person2622,3.78,1500,Bachelor,USA,Physics,Scholarship2622,Merit-Based,5500,PhD,Canada,History,0
Person2735,2.8,2500,PhD,Canada,Medical Science,Scholarship2735,Merit-Based,6000,PhD,Australia,Fine Arts,0
Person751,3.63,4000,Bachelor,UK,Fine Arts,Scholarship751,Merit-Based,1500,Bachelor,Australia,Business Administration,0
Person837,3.35,2000,Bachelor,Canada,Physics,Scholarship837,Merit-Based,4000,PhD,Canada,Physics,0
Person1687,3.62,4500,Master,USA,Computer Science,Scholarship1687,Merit-Based,9500,Bachelor,Australia,Finance,0
Person215,2.75,6000,Master,USA,History,Scholarship215,Need-Based,9000,Bachelor,USA,Fine Arts,0
Person2996,3.51,6000,Master,Australia,History,Scholarship2996,Need-Based,1000,PhD,Canada,Medical Science,0
Person1257,3.72,6500,Bachelor,USA,Medical Research,Scholarship1257,Merit-Based,5500,PhD,Australia,Chemistry,0
Person106,2.6,8000,Master,UK,History,Scholarship106,Merit-Based,7000,Bachelor,Canada,Business Administration,0
Person694,3.38,1000,PhD,UK,Finance,Scholarship694,Need-Based,4000,Bachelor,USA,Fine Arts,0
Person588,3.25,3500,Bachelor,UK,Computer Science,Scholarship588,Merit-Based,2000,Master,UK,Electrical Engineering,0
Person89,2.53,4000,Master,Canada,Computer Science,Scholarship89,Merit-Based,8500,PhD,USA,Physics,0
Person2292,3.45,6500,PhD,Canada,Computer Science,Scholarship2292,Merit-Based,4500,Master,Canada,Electrical Engineering,0
Person687,2.71,2000,PhD,Australia,Electrical Engineering,Scholarship687,Merit-Based,1500,PhD,Canada,Physics,0
Person1080,3.91,2000,Bachelor,Australia,Computer Science,Scholarship1080,Need-Based,3500,PhD,Canada,Business Administration,0
Person765,3.22,1500,PhD,UK,Fine Arts,Scholarship765,Need-Based,3500,Master,Australia,Physics,0
Person986,3.48,2500,PhD,Australia,History,Scholarship986,Merit-Based,9500,Master,USA,Electrical Engineering,0
Person916,3.59,8000,Master,USA,Physics,Scholarship916,Need-Based,5000,Master,Australia,Fine Arts,0
Person9,2.54,8500,PhD,USA,Business Administration,Scholarship9,Merit-Based,6000,PhD,Canada,Computer Science,0
Person2188,3.72,3000,Master,USA,Physics,Scholarship2188,Merit-Based,8500,Bachelor,Canada,Finance,0
Person2664,3.09,2000,Bachelor,Canada,Medical Research,Scholarship2664,Need-Based,6500,PhD,UK,Electrical Engineering,0
Person866,2.78,9500,PhD,Canada,Electrical Engineering,Scholarship866,Merit-Based,8500,Bachelor,Australia,Electrical Engineering,0
Person453,2.94,9500,PhD,Canada,Business Administration,Scholarship453,Need-Based,8500,PhD,UK,Business Administration,1
Person1116,3.51,1000,Master,USA,Medical Science,Scholarship1116,Merit-Based,1500,Master,USA,History,0
Person1038,3.14,2500,Bachelor,UK,History,Scholarship1038,Need-Based,3000,PhD,Australia,Medical Science,0
Person2741,2.75,500,PhD,Australia,Medical Science,Scholarship2741,Need-Based,4500,PhD,UK,Medical Research,0
Person2163,2.76,1000,Master,Canada,History,Scholarship2163,Need-Based,8500,PhD,UK,Fine Arts,0
Person1663,2.99,8500,Master,Canada,Finance,Scholarship1663,Need-Based,4500,Master,UK,Fine Arts,0
Person1417,2.73,1000,Master,USA,Medical Science,Scholarship1417,Need-Based,7000,Bachelor,USA,Business Administration,0
Person2258,2.75,3000,Master,Australia,Business Administration,Scholarship2258,Merit-Based,1000,Master,Australia,Medical Science,0
Person2908,2.58,1500,Master,UK,Medical Science,Scholarship2908,Need-Based,5000,Bachelor,Canada,History,0
Person2103,3.33,7500,Master,UK,History,Scholarship2103,Need-Based,6500,Bachelor,Canada,Medical Science,0
Person1562,2.55,8000,PhD,Canada,Medical Science,Scholarship1562,Need-Based,1000,PhD,Australia,Finance,0
Person1100,2.84,500,Master,Australia,Computer Science,Scholarship1100,Need-Based,7500,Master,Australia,Medical Science,0
Person2449,2.54,1500,Bachelor,Canada,Medical Science,Scholarship2449,Merit-Based,1000,PhD,USA,Physics,0
Person2639,3.07,9000,Bachelor,Canada,Electrical Engineering,Scholarship2639,Merit-Based,9500,Bachelor,Australia,Chemistry,0
Person759,3.09,4500,PhD,USA,Electrical Engineering,Scholarship759,Need-Based,2500,Bachelor,Canada,Computer Science,0
Person2527,3.62,8500,Master,Australia,Business Administration,Scholarship2527,Need-Based,8500,Bachelor,USA,Finance,0
Person2021,3.79,7000,PhD,UK,Computer Science,Scholarship2021,Need-Based,3500,PhD,USA,History,0
Person2876,3.22,7500,Master,Canada,Medical Research,Scholarship2876,Merit-Based,8000,Bachelor,Canada,Medical Science,0
Person651,2.86,6000,Master,Australia,Physics,Scholarship651,Merit-Based,500,Master,Canada,Computer Science,0
Person898,3.8,5000,Bachelor,Australia,Finance,Scholarship898,Need-Based,2500,Master,Australia,History,0
Person1495,3.78,500,PhD,UK,Electrical Engineering,Scholarship1495,Merit-Based,4000,Bachelor,Canada,Medical Research,0
Person52,3.76,9500,PhD,Canada,History,Scholarship52,Merit-Based,6500,PhD,Canada,Computer Science,0
Person2677,2.92,7000,Bachelor,Canada,Finance,Scholarship2677,Merit-Based,8500,PhD,Canada,Medical Research,0
Person673,3.45,5000,Master,Australia,Physics,Scholarship673,Merit-Based,7500,Master,Australia,Chemistry,0
Person846,3.84,6000,PhD,Canada,Business Administration,Scholarship846,Need-Based,500,Bachelor,Australia,Computer Science,0
Person1788,3.08,2000,Bachelor,UK,Medical Research,Scholarship1788,Merit-Based,1500,Master,Australia,Fine Arts,0
Person1181,3.65,8500,PhD,Australia,Medical Science,Scholarship1181,Merit-Based,6000,PhD,Australia,Physics,0
Person2487,2.79,9000,Master,Canada,History,Scholarship2487,Merit-Based,5500,Master,UK,Computer Science,0
Person429,2.86,1500,Bachelor,Australia,History,Scholarship429,Need-Based,6500,Bachelor,Canada,Medical Research,0
